Stock Number,Population Name,Species,ESU/DPS Name,Federal Status,Listing Date,Salmon Recovery Region,Recovery Plan,Recovery Plan Year,Recovery Goal,Hatchery Standards Met,Major Population Grouping,Population Goals,Goal References,Goal Notes,Population History,Stock Definition,Stock Data Description,Stock Spawning Distribution,Stock Genetic Analysis Description,Local Biologist Name,Local Biologist Email,Last Updated
1264,Tsoo-Yess Fall Chinook,Chinook,Washington Coast Chinook,Not Warranted,03/09/1998 12:00:00 AM,Washington Coastal,,,,,No MPG Specified,,,,"This is a native stock with composite production. Fish are spawned at the Makah National Fish Hatchery, and fry are released into the drainage.",Tsoo-Yess fall Chinook were identified as a stock based on their distinct spawning distribution and genetic differences. The stock was historically named Sooes Fall Chinook until a recent name change.,,Spawning takes place throughout the watershed up to RM 13.8 in the mainstem before an impassable falls and in up to 39 miles of tributaries. Most spawning occurs primarily within the first three miles of the mainstem Tsoo-Yess River below the Makah National Fish Hatchery (MNFH) conversion dam. Active adult passage above the dam has occurred for 15 years by the U.S. Fish & Wildlife Service (USFWS).,"Fall Chinook sampled at Makah NFH in 1997 were genetically distinct from other Washington Chinook stocks examined. Natural spawners have not been sampled (Anne Marshall, WDFW, pers comm). It is unlikely that hatchery plants of Green River Fall Chinook into the Tsoo-Yess River that occurred about 50 years ago had a much influence on the genetic integrity of the native Tsoo-Yess River Fall Chinook stock, however Tsoo-Yess Chinook do show some similarities to Puget Sound Chinook, which could be the result of these introductions (Mike Crewson, Makah Tribe, pers comm).",David Low,David.Low@dfw.wa.gov,06/27/2014 12:00:00 AM
1288,Sol Duc Summer Chinook,Chinook,Washington Coast Chinook,Not Warranted,03/09/1998 12:00:00 AM,Washington Coastal,,,,,No MPG Specified,"EG=1,200 for all summer Chinook  stocks combined in the Quillayute basin.",Ref 4,,"This is a mixed stock with composite production. This stock is composed of a native summer run stock and a non-native spring run stock. Chinook from WDFW Sol Duc Hatchery, which are likely a mixture of Dungeness Chinook and some Sol Duc summer Chinook, are known to stray onto wild spawning grounds. Since 1987 the Quileute Tribe has operated a summer Chinook hatchery program at Bear Springs using brood stock from the wild spawning population. Subsequent scale analyses revealed that a significant portion of the brood stock were of hatchery origin. Chinook from this program also stray onto wild spawning grounds. The summer Chinook stock may be a mixture of hatchery spring Chinook and native summer Chinook. Presently 100% of the hatchery fish are marked which will help distinguish hatchery and wild fish on the spawning grounds.","Sol Duc summer Chinook were identified as a stock based on their distinct spawning distribution, early river entry (April to mid-August), and spawning timing.",,Most spawning takes place in the mainstem Sol Duc River (RM 18.0 to RM 45.0). Spawning is also observed in Beaver and Bear creeks in years of moderate to high late summer flows.,Genetic analysis has been done on this stock.  There was little discernable difference between the spring (hatchery) stock and the summer (natural) stock.,David Low,David.Low@dfw.wa.gov,04/16/2015 12:00:00 AM
1291,Sol Duc Fall Chinook,Chinook,Washington Coast Chinook,Not Warranted,03/09/1998 12:00:00 AM,Washington Coastal,,,,,No MPG Specified,"EG for all Quiilayute basin fall Chinook stocks combined= 3,000 or 60% of runsize, whichever is greater",Ref 4,,This is a native stock with wild production. A small hatchery program using native brood stock was discontinued in the early 1990s.,"Sol Duc fall Chinook were identified as a stock based on their distinct spawning distribution, later river entry timing (September to late November), and spawning timing.","Data are total escapement estimates based on redd counts in index areas on the mainstem Sol Duc (RM 5.6 to 53.5, RM 11.2 to 13.0, RM 18.6 to 22.6 and RM 41.1 to 43.0). Surveyed index areas also include Gunderson, Shuwah, Lake, Beaver and Bear creeks.","Spawning takes place in the mainstem Sol Duc River up to the forks and in larger tributaries including Gunderson, Shuwah, Lake, Beaver and Bear creeks.",Genetic analysis has not been done on Sol Duc fall Chinook.,David Low,David.Low@dfw.wa.gov,05/18/2010 12:00:00 AM
1304,Quillayute/Bogachiel Summer Chinook,Chinook,Washington Coast Chinook,Not Warranted,03/09/1998 12:00:00 AM,Washington Coastal,,,,,No MPG Specified,"EG=1,200 for all summer Chinook stocks combined in the Quillayute basin",Ref 4,,This is a native stock with wild production.,"Quillayute/Bogachiel summer Chinook were identified as a stock based on their distinct spawning distribution, early river entry timing (early April to mid-August) and spawning timing. The Quileute Tribe recommends this stock to be associated with the Sol Duc rather than with the Bogachiel.","Data are total escapement estimates based on redd counts in index areas of the Bogachiel River. Index areas surveyed include the mainstem Bogachiel River (RM 5.0 to 8.7, RM 8.7 to 15.7, RM 19.2 to 20.2 and RM 0.0 to 31.0).",Most spawning takes place in the mainstem Bogachiel River. Redds are also consistently observed in the mainstem Quillayute River.,Genetic analysis has not been done on Quillayute/Bogachiel summer Chinook.,David Low,David.Low@dfw.wa.gov,05/18/2010 12:00:00 AM
1307,Quillayute/Bogachiel Fall Chinook,Chinook,Washington Coast Chinook,Not Warranted,03/09/1998 12:00:00 AM,Washington Coastal,,,,,No MPG Specified,"EG for all Quiilayute basin fall Chinook stocks combined= 3,000 or 60% of runsize, whichever is greater",Ref 4,,This is a native stock with wild production.,"Quillayute/Bogachiel fall Chinook were identified as a stock based on their distinct spawning distribution, later river entry timing (September to late November), and spawning timing.","Data are total escapement estimates based on redd counts in index areas on the mainstem Bogachiel River (RM 0.0 to 31.0, RM 5.0 to 8.7, RM 8.7 to 15.7 and RM 19.2 to 20.2).","Most spawning takes place in the mainstem Bogachiel River and Bear Creek. In high-flow years, smaller Bogachiel River tributaries may also be utilized. Fewer redds are seen in the mainstem Quillayute River, except during low-flow years.",Genetic analysis has not been done on Quillayute/Bogachiel fall Chinook stock.,David Low,David.Low@dfw.wa.gov,05/18/2010 12:00:00 AM
1312,Dickey Fall Chinook,Chinook,Washington Coast Chinook,Not Warranted,03/09/1998 12:00:00 AM,Washington Coastal,,,,,No MPG Specified,"EG for all Quiilayute basin fall Chinook stocks combined= 3,000 or 60% of runsize, whichever is greater",Ref 4,,This is a native stock with wild production.,"Dickey fall Chinook were identified as a stock based on their distinct spawning distribution, later river entry timing (September to late November), and spawning timing.","Data are total escapement estimates based on redd counts in index areas on the mainstem Dickey River (RM 5.1 to 8.0, RM 1.0 to 5.1 - Supplemental and RM 18.5 to 19.5) and in Colby Creek, East Fork Dickey and West Fork Dickey rivers.","Most spawning takes place in the mainstem, East Fork and Middle Fork Dickey rivers.",Genetic analysis has not been done on Dickey fall Chinook stock.,David Low,David.Low@dfw.wa.gov,05/18/2010 12:00:00 AM
1328,Calawah Summer Chinook,Chinook,Washington Coast Chinook,Not Warranted,03/09/1998 12:00:00 AM,Washington Coastal,,,,,No MPG Specified,"EG=1,200 for all summer Chinook stocks combined in the Quillayute basin",Ref 4,,This is a native stock with wild production.,"Calawah summer chinook were identified as a stock based on their distinct spawning distribution, early river entry timing (early April to mid-August), and spawning timing.","Data are total escapement estimates based on redd counts in index areas of the Calawah and Sitkum rivers. Surveyed index areas include the mainstem Calawah River (RM 0.0 to 15.3, RM 8.7 to 10.5 and RM 13.3 to 15.3) and in the North Fork Calawah and Sitkum rivers.","Most spawning takes place in the mainstem Calawah and South Fork Calawah rivers. In years with high flows, spawning can take place in the lower three miles of the Sitkum River and the lower three miles of the North Fork Calawah River.",Genetic analysis has not been done on Calawah summer chinook.,David Low,David.Low@dfw.wa.gov,05/18/2010 12:00:00 AM
1331,Calawah Fall Chinook,Chinook,Washington Coast Chinook,Not Warranted,03/09/1998 12:00:00 AM,Washington Coastal,,,,,No MPG Specified,"EG for all Quiilayute basin fall Chinook stocks combined= 3,000 or 60% of runsize, whichever is greater",Ref 4,,This is a native stock with wild production.,"Calawah fall Chinook were identified as a stock based on their distinct spawning distribution, later river entry (September to late November), and spawning timing.","Data are total escapement estimates based on redd counts in index areas on the mainstem Calawah River (RM 8.7 to 10.5 and RM 13.3 to 15.3) and in the North Fork Calawah River, Cool and Hyas creeks and the Sitkum River.",Most spawning takes place in the mainstem Calawah and lower South Fork Calawah rivers. In some years spawning is observed in the lower three miles of the Sitkum River and in the lower 11 miles of the North Fork Calawah River.,Genetic analysis has not been done on Calawah fall Chinook stock.,David Low,David.Low@dfw.wa.gov,05/18/2010 12:00:00 AM
1344,Hoh Spring/Summer Chinook,Chinook,Washington Coast Chinook,Not Warranted,03/09/1998 12:00:00 AM,Washington Coastal,,,,,No MPG Specified,"EG= 900 or 69% of runsize, whichever is greater",Ref 4,,This is a native stock with wild production.,"Hoh spring/summer Chinook were identified as a stock based on their distinct spawning distribution, early river entry timing (late April through August) and spawning timing.","Data are total escapement estimates based on redd counts in index areas in the mainstem Hoh River (RM 24.2 to 30.0 and RM 36.2 to 39), supplemental mainstem index areas on the mainstem Hoh River (RM 12.0 to 24.2, RM 30.0 to 36.2 and RM 39.0 to 44.8) and in the South Fork Hoh River (RM 0.0 to 11.6). Index areas surveyed also include Winfield, Owl and Mount Tom creeks.","Spawning takes place in the uppermost reaches of the north and south forks of the Hoh River, the mainstem Hoh River and in Mt. Tom Creek. Spawning also occurs in larger tributaries or upper river spring-fed tributaries following large, early freshets.",Genetic analysis has not been done on samples taken from Hoh spring/summer Chinook.,David Low,David.Low@dfw.wa.gov,05/18/2010 12:00:00 AM
1349,Hoh Fall Chinook,Chinook,Washington Coast Chinook,Not Warranted,03/09/1998 12:00:00 AM,Washington Coastal,,,,,No MPG Specified,"EG= 1,200 or 60% of runsize, whichever is greater",Ref 4,,This is a native stock with wild production.,"Hoh fall Chinook were identified as a stock based on their distinct spawning distribution, later river entry timing (September to late November), and spawning timing.","Data are total escapement estimates based on redd counts in index areas including the mainstem Hoh River (RM 24.2 to 30.0), supplemental index areas from the mainstem Hoh River (RM 6.8 to 24.2 and RM 30.0 to 31.7) and in tributaries including South Fork Hoh, Nolan, Anderson, Winfield, Elk, Alder, Willoughby, Lindner, Braden, Lost, Pole, Spruce, Owl, Iron Maiden, Shelter, Camp, Twin, Hoh creeks and unnamed tributary 20.0511.",Spawning takes place in the mainstem Hoh from RM 3.0 to the lower three miles of the North and South Forks Hoh rivers and in most of the larger tributaries.,Genetic analysis has not been done on samples taken from Hoh fall Chinook.,David Low,David.Low@dfw.wa.gov,05/18/2010 12:00:00 AM
1360,Queets Spring/Summer Chinook,Chinook,Washington Coast Chinook,Not Warranted,03/09/1998 12:00:00 AM,Washington Coastal,,,,,No MPG Specified,"EG for both Queets basin summer stocks combined is 700 or 70% of  runsize, whichever is greater",Ref 4,,"This is a native stock with wild production. Releases of non-native hatchery spring/summer Chinook have occurred, but not for a number of years. Genetic impacts on native Queets spring/summer Chinook are thought to be minimal.","Queets spring/summer Chinook were identified as a stock based on their distinct spawning distribution, early river entry timing (early April to mid-August) and spawning timing.","Data are total escapement estimates derived from redd counts in index areas on the Queets River. Index areas include the mainstem Queets River (RM 23.5 to 25.8, RM 6.6 to 23.5 and RM 25.8 to 30.6).",Spawning takes place in the mainstem Queets up to about RM 39.0 and in the lower portions of some of the major tributaries such as Tshletsky and Matheny creeks and Sams River.,Genetic analysis has not been done on Queets spring/summer Chinook.,David Low,David.Low@dfw.wa.gov,05/18/2010 12:00:00 AM
1365,Queets Fall Chinook,Chinook,Washington Coast Chinook,Not Warranted,03/09/1998 12:00:00 AM,Washington Coastal,,,,,No MPG Specified,"EG for both Queets basin fall stocks combined is 2,500 or 60% of runsize, whichever is greater.",Ref 4,,This is a native stock with wild production.,"Queets fall chinook were identified as a stock based on their distinct spawning distribution, later river entry timing (September to late November), and late spawning timing.","Data are total escapement estimates based on cumulative redd counts in index reaches and supplemental survey observations, expanded to basin total escapement estimates. Index areas surveyed include the mainstem Queets River (RM 23.5 to 25.8), the Salmon River (RM 2.2 to 3.7 and RM 4.0 to 4.7), Mud Creek (RM 0.0 to 0.4), Matheny Creek (RM 0.5 to 2.7), North Creek (RM 0.0 to 0.8) and Sams River (RM 1.9 to 3.0).",Spawning takes place in the mainstem Queets to about RM 39.0 and in the lower portions of some of the major tributaries such as Tshletsky and Matheny creeks as well as Sams and Salmon rivers.,Genetic analysis has not been done on Queets fall chinook.,David Low,David.Low@dfw.wa.gov,05/18/2010 12:00:00 AM
1376,Clearwater Spring/Summer Chinook,Chinook,Washington Coast Chinook,Not Warranted,03/09/1998 12:00:00 AM,Washington Coastal,,,,,No MPG Specified,"EG for both Queets basin summer stocks combined is 700 or 70% of  runsize, whichever is greater",Ref 4,,This is a native stock with wild production.,"Clearwater spring/summer chinook were identified as a stock based on their distinct spawning distribution, early river entry timing (early April to mid-August) and early spawning timing.",Data are total escapement estimates derived from redd counts in index areas on the Clearwater River. Index areas include the mainstem Clearwater River (RM 0.0 to 23.0 - aerial) and three concurrent foot surveys covering 4.4 miles for comparison of data.,Most spawning takes place in the mainstem Clearwater River up to the confluence with the Sollecks River (RM 23.0).,Genetic analysis has not been done on Clearwater spring/summer chinook.,David Low,David.Low@dfw.wa.gov,05/18/2010 12:00:00 AM
7680,Mill/Abernathy/Germany/Coal Creeks Coastal Cutthroat,Cutthroat,Southwest Washington/Columbia River Coastal Cutthroat,Not Warranted,02/25/2010 12:00:00 AM,Lower Columbia River,,,,,No MPG Specified,,,,Mill/Abernathy/Germany/Coal Creeks coastal cutthroat are native and are sustained by wild production.,"Mill/Abernathy/Germany/Coal Creeks coastal cutthroat have been identified as a distinct stock complex based on the geographic distribution of their spawning grounds. Abernathy, Germany, Mill, and Coal creeks enter the Columbia River between RM 53 and RM 56.  Due to the proximity of these streams, their similar sizes and drainage characteristics, and the limited biological information available for them, cutthroat in these creeks have been combined into one stock complex.  Anadromous, resident, and fluvial forms distribute themselves throughout these watersheds. The anadromous form has access to most of the watersheds with the exception of upper tributary reaches where a combination of steep gradient and high flow can limit passage, and the areas above the falls on Slide and Cameron creeks (tributaries of Abernathy Creek). The resident forms have been observed throughout the system.","Wild anadromous escapement has been measured between zero and ten fish since 1991. Although surveys have not attempted to estimate trends among the various life history forms, it is thought these totals represent mainly anadromous and fluvial types. The trap on Abernathy Creek is operated to collect Chinook salmon, and to make the escapement estimates of coho and steelhead. Its efficiency for cutthroat is unknown. Columbia River cutthroat sport catch data from 1972 to 1995 are available from a survey conducted to estimate salmon and steelhead catch, but cutthroat trout catches were reported as well.  Some sampling inconsistencies were apparent in the early to mid-1970s, and in some years sampling was incomplete. More restrictive angling regulations, implemented during the survey, also appear to have reduced cutthroat catch, but the extent of this reduction has not been determined. Angler tag recoveries for Cowlitz Hatchery anadromous cutthroat in this area are high, indicating that Abernathy Creek stocks contribute to the catch in this area.  This stock is not currently monitored.","The data on anadromous cutthroat are limited, but we believe that the timing of stream entry and spawning in Abernathy, Germany, Mill, and Coal creeks is similar to that of Elochoman fish, which enter the river from late July through mid-April, with peak entry in the fall and spawning from January through April. Fluvial and resident spawning times have not been documented in this watershed but are believed to be similar to the anadromous spawning time.","Genetic data are unavailable for this stock. However, it is believed that these data would be similar to those for other Columbia River stocks.",John Weinheimer,John.Weinheimer@dfw.wa.gov,05/06/2015 12:00:00 AM
7740,Grays/Chinook Coastal Cutthroat,Cutthroat,Southwest Washington/Columbia River Coastal Cutthroat,Not Warranted,02/25/2010 12:00:00 AM,Lower Columbia River,,,,,No MPG Specified,,,,Grays coastal cutthroat trout are native and are sustained by wild production. There is no record of hatchery cutthroat releases into this drainage.,"Grays coastal cutthroat are classified as a distinct stock complex based on the geographic distribution of their spawning grounds. Grays River enters the Columbia River at RM 21.  Anadromous, resident and fluvial life history forms distribute themselves throughout the watershed. The anadromous form has access to most of the watershed with the exception of upper tributary reaches, where a combination of steep gradient and high flow can limit passage. The resident forms have been observed throughout the system.  As with other wild Columbia River coastal cutthroat, entry to the Columbia River commences in July and continues through the fall.","Columbia River recreational catch estimates from RM 0 to RM 38 were collected during a survey conducted from 1972 to 1995 to estimate salmon and steelhead catch, but cutthroat trout were also recorded. No distinctions among life history forms were made, but the numbers probably represent mainly anadromous and fluvial fish. Because the survey targeted salmon and steelhead, changes in angling effort for cutthroat cannot be quantified. Some sampling inconsistencies were apparent in the early to mid-1970s, and in some years sampling was incomplete. More restrictive angling regulations, implemented during the survey, also appear to have reduced cutthroat catch, but the extent of this reduction has not been determined.  The catch between 1971 and 1991 was composed of both hatchery and wild fish. Small samples from this fishery were collected between 1979 and 1982. Tipping (1982) found that 20% of the catch was wild (n = 31). Sampling in 1979 and 1980 indicated that 50% of the catch was wild. Columbia River estuary sampling in 1981 indicated that 21% of the sample (n = 141) was wild (Loch 1982). Columbia River catch data suggest a decline in cutthroat abundance over time.","The data on Grays River anadromous cutthroat are limited, but we believe that the timing of river entry and spawning is similar to that of Elochoman fish which enter the river from late July through Mid-April, with peak entry in the fall and spawning from January through April. Fluvial and resident spawning times have not been documented in this watershed but are believed to be similar to the anadromous spawning time. Size, age, coloration, and genetic data are unavailable for this stock, however, we believe that this information would be similar to that for other Columbia River stocks. Anadromous cutthroat life history data are available for the Kalama, Toutle, and Cowlitz rivers (Hulett 1995; Loch 1982; Loch and Downing 1990; Loch and Pahutski 1991, 1992; Loch and Byrd 1993; Tipping and Springer 1980; Tipping 1982).  The genetic relationship of the Grays stock complex to","The genetic relationship of the Grays stock complex to other stocks and stock complexes is unknown. Genetic sampling and analysis are needed to make this determination, however no sampling has been done.",John Weinheimer,John.Weinheimer@dfw.wa.gov,05/06/2015 12:00:00 AM
8624,Rock Creek Bull Trout,Bull Trout,Upper Columbia River Bull Trout,Threatened,06/10/1998 12:00:00 AM,Upper Columbia River,,,,,No MPG Specified,,,,This is a native stock maintained by wild production.,"This stock of fluvial fish is geographically isolated during spawning and, therefore, distinct.  Bull trout/Dolly Varden spawn and alevins rear in cold, headwater reaches where annual heat budgets are too cold for steelhead and chinook salmon.  The stocks spawn in thermal isolation, because water temperature between spawning sites is too warm.","Redd counts commenced in 1989.   The entire spawning reach (4.9 miles- from Forest Service Road 6200 to the falls) is examined.  Counts are complete except for 1990, when flooding impaired access and visibility.  Spawning escapements are variable, but the trend is stable over the seven-year monitoring period.   Escapements into Rock Creek are much higher than in any other stream in the mid-Columbia region.","Spawning occurs from U.S. Forest Service  Road 6200 to the barrier falls (RM 5.8).  Spawn timing is from mid-September through mid-October.  It is possible that some fish rear in Lake Wenatchee, but most probably rear in the Chiwawa, Wenatchee, or Columbia rivers.","In the 1998 inventory, this stock was called a bull trout/Dolly Varden stock.  Subsequent genetic analysis of a sample collected in1998 indicated that all of the fish in the sample were bull trout.",Travis Maitland,Travis.Maitland@dfw.wa.gov,01/27/2015 11:18:02 AM
1480,North River/Smith Creek Fall Chinook,Chinook,Washington Coast Chinook,Not Warranted,03/09/1998 12:00:00 AM,Washington Coastal,,,,,No MPG Specified,"EG for all Willapa Bay fall Chinook=4,350",,,"This is a native stock with wild production. Three releases of fall Chinook have occurred in Fall River in the 1960s. The releases originated from Willapa Bay hatcheries and were normal-timed fall Chinook stock. There is no history of early-timed Chinook released into Fall River. While some potential for hybridization did exist, Fall River early-timed Chinook are not thought to have been significantly impacted and are considered native in origin.",North River/Smith Creek fall Chinook were identified as a stock based on their distinct spawning distribution and early spawning timing.,Data are total escapement estimates based on redd counts in index areas within the North River and Smith Creek.,"Most spawning takes place in the mainstem North River near the confluence with the Fall River, in the lower Fall River and in Smith and Ramie creeks. Some spawning also occurs in Lower Salmon River, left and right fork of Ramie creeks and Clearwater Creek.",Genetic analysis has not been done on North River/Smith Creek fall Chinook.,Chad Herring,Chad.Herring@dfw.wa.gov,03/24/2016 03:38:57 PM
1484,Willapa Fall Chinook,Chinook,Washington Coast Chinook,Not Warranted,03/09/1998 12:00:00 AM,Washington Coastal,,,,,No MPG Specified,"EG for all Willapa Bay fall Chinook=4,350",,,"This is a mixed stock with composite production. There has been a long history of releases of non-native hatchery Chinook into the Willapa River, and there is a large Chinook hatchery program at the WDFW Forks Creek Hatchery.",Willapa fall Chinook were identified as a stock based on their distinct spawning distribution.,Data are total escapement estimates based on redd counts in index areas of the Willapa River basin.,"Most spawning takes place in the mainstem Willapa and South Fork Willapa rivers and Trap Creek. Spawning also occurs in Rue, Mill, Half Moon and Garbage Dump creeks.",Genetic analysis has not been done on Willapa fall Chinook.,Chad Herring,Chad.Herring@dfw.wa.gov,03/24/2016 03:38:57 PM
1486,Naselle Fall Chinook,Chinook,Washington Coast Chinook,Not Warranted,03/09/1998 12:00:00 AM,Washington Coastal,,,,,No MPG Specified,"EG for all Willapa Bay fall Chinook=4,350",,,This is a mixed stock with composite production. The Naselle Hatchery fall Chinook stock was derived from brood stock at the Nemah and Willapa hatcheries. The majority of the naturally spawning Chinook in the Naselle River are likely non-native hatchery fish.,Naselle Chinook were identified as a stock based on their distinct spawning distribution.,Data are total escapement estimates based on redd counts in index areas within the Naselle River.,Most spawning takes place in the mainstem Naselle and the North and South Fork Naselle rivers. Some spawning also occurs in Alder and Brock creeks.,"No genetic analysis has been done on naturally spawning Naselle fall Chinook. Naselle Hatchery fall Chinook, sampled in the late 1980s and in 1990, are genetically distinct from all other Washington Chinook stocks examined (Marshall et al. 1995).",Chad Herring,Chad.Herring@dfw.wa.gov,03/24/2016 03:38:57 PM
1032,Upper Skagit Chinook,Chinook,Puget Sound Chinook,Threatened,03/24/1999 12:00:00 AM,Puget Sound,,,,,Skagit Basin Chinook,"Upper mgmt threshold = 8,434; Low abundance threshold = 2,200.  For all Skagit S/F Chinook stocks combined: Rebuilding ER = 50% (total).  Critical ER ceiling = 15% SUS even yrs, 17% SUS odd yrs.",Ref 2,"Low abundance threshold and Critical ER Ceiling is for all Skagit S/F Chinook combined.  Upper mgmt threshold for all Skagit S/F Chinook = 14,500.",This is a native stock with wild production.,Upper Skagit Chinook were identified as a stock based on their distinct spawning distribution and early spawning timing.,"Data are total escapement estimates based on redd counts from the mouth of the Sauk River to Newhalem, the lower Cascade River (RM 0.0 to 6.5); and in Illabot, Diobsud, Bacon, Falls, and Goodell creeks.","Spawning takes place in the mainstem Skagit River and tributaries from the Sauk River upstream to Newhalem, excluding the upper Cascade River.","Allozyme analysis has shown that Upper Skagit Chinook are not significantly different from Lower Skagit fall Chinook stock or from Upper Sauk spring Chinook.  They are, however, different from Skagit River hatchery stocks (Marshall et al. 1995).",Brett Barkdull,Brett.Barkdull@dfw.wa.gov,09/19/2016 06:58:53 PM
1832,Methow Summer Chinook,Chinook,Upper Columbia River Summer and Fall Run Chinook,Not Warranted,03/09/1998 12:00:00 AM,Upper Columbia River,,,,,Eastern Cascades Fall-Run Chinook,"Above Wells Dam EG=3,500",,"Escapement goal for stock should be consistent with EDT.  Baldwin: This seems very low, considering it is for the Okanogan and Methow and mainstem.  The Colville Tribes want the wild population to support a 2 million smolt program and maintain primary pop","This is a mixed stock with composite production. This stock is a mixture of native summer chinook and chinook from the Grande Coulee Fish Maintenance Project (1939 to1943), which dispersed offspring of fish attempting to return to spawning grounds above Grand Coulee Dam into upper Columbia tributaries below the dam. Winthrop National Fish Hatchery has intermittently released summer chinook from broodstock collected at Wells Dam on the mainstem Columbia River and at the Leavenworth National Fish Hatchery in the Wenatchee basin into the Methow basin. The WDFW Eastbank Hatchery has maintained a mixed Methow/Okanogan summer chinook stock utilizing broodstock collected at Wells Dam on the mainstem Columbia River since 1989. Yearling summer chinook smolts from this program are acclimated in the Methow basin at the Carlton Acclimation Pond and released into the Methow River.","Methow summer chinook were identified as a stock based on their distinct spawning distribution, later river entry timing (July), spawning timing and genetic composition.",Data are total escapement estimates based on redd counts from the confluence with the Columbia upstream to the town of Winthrop (RM 87.2).,Most spawning takes place in the mainstem Methow River from the mouth up to the confluence with the Chewuch River.,"Methow summer chinook are genetically very divergent from all upper Columbia Basin spring chinook stocks, including Methow spring chinook, and from other Washington chinook stocks, including summer chinook in the Similkameen River (Marshall 2002). They are relatively similar to Wenatchee summer chinook. The contribution of Wells Hatchery summer chinook to this stock is unknown.",Jeff Korth,Jeff.Korth@dfw.wa.gov,08/19/2016 10:55:17 AM
1864,Okanogan Summer Chinook,Chinook,Upper Columbia River Summer and Fall Run Chinook,Not Warranted,03/09/1998 12:00:00 AM,Upper Columbia River,,,,,Eastern Cascades Fall-Run Chinook,"Above Wells Dam EG=3,500",,"Baldwin: This seems very low, considering it is for the Okanogan and Methow and mainstem.  The Colville Tribes want the wild population to support a 2 million smolt program and maintain primary population PNI.",This is a mixed stock with composite production. The WDFW Eastbank Hatchery has maintained a mixed Methow/Okanogan summer chinook stock utilizing broodstock collected at Wells Dam on the mainstem Columbia River since 1989. Yearling summer chinook smolts from this program are acclimated in the Okanogan basin at the Similkameen Acclimation Pond and released into the Similkameen River.,"Okanogan summer chinook were identified as a stock based on their distinct spawning distribution, river entry timing (July to September depending on water temperature), spawning timing and genetic com","Data are total escapement estimates based on redd counts in the mainstem Okanogan and Similkameen (Okanogan tributary) rivers. Prior to1996, data were available for the mainstem Okanogan only.","Most spawning takes place in the mainstem Okanogan from Loup Loup Creek upstream to Zosel Dam, although summer chinook carcasses have been recovered in Canada above Lake Osoyoos and in the Similkameen River upstream to Enloe Dam.","Summer chinook from the Similkameen River sampled from 1991 to 1993 were significantly different from other upper Columbia summer chinook stocks, although they were most similar to Wenatchee summer chinook (Anne Marshall, WDFW, personal communication).",Jeff Korth,Jeff.Korth@dfw.wa.gov,08/19/2016 10:55:17 AM
6175,Green River (Duwamish) Winter Steelhead,Steelhead,Puget Sound Steelhead,Threatened,06/11/2007 12:00:00 AM,Puget Sound,,,,,Central and South Puget Sound Steelhead,"EG=2,000",,,"This is a native stock with wild production. The hatchery winter steelhead program on the Green River utilizes Chambers Creek Hatchery-origin fish. Adult broodstock is trapped at the Palmer Rearing Ponds on the Green River and at out-of-basin hatcheries. Because hatchery-origin adults return to the river and spawn earlier than the native stock, we believe that there has been very little genetic exchange between the hatchery and wild stocks.",Green River winter steelhead were identified as a stock based on their distinct spawning distribution and later river-entry timing and spawning timing.,"Data are total escapement estimates based on cumulative redd counts in all mainstem spawning areas and in index reaches in Soos and Newaukum creeks totaling 12 miles. An integrated program for wild winter steelhead using fish captured from the mainstem Green River is used to help re-build the Green River steelhead stock. An average of 35 steelhead have been collected annually as broodstock for this program, and these fish are not included in the spawning escapement total.","Most spawning takes place in the Green River from RM 25 to 61, in Newaukum Creek to about RM 12, and in Soos Creek and several of its larger tributaries, including Covington, Jenkins and Lower Soosette creeks.","Allozyme analysis of Green River winter chinook clusters them with winter steelhead from the Cedar, White and Puyallup rivers and with some Snohomish basin steelhead (Phelps et al. 1997).",Aaron Bosworth,Aaron.Bosworth@dfw.wa.gov,08/29/2016 12:00:00 AM
1016,South Fork Nooksack Chinook,Chinook,Puget Sound Chinook,Threatened,03/24/1999 12:00:00 AM,Puget Sound,,,,,Nooksack Basin Chinook,"EG = 2,000; (Upper mgmt threshold = 2,000 spawners; Low abundance threshold = 1,000 spawners.)",Ref 2,RER being developed,This is a native stock with wild production. A relatively small supplementation program existed at Skookum Creek in the 1980s and early 1990s but was discontinued because of adult mortality and broodstock collection problems. The recent discovery that the majority of Chinook outmigrants in the South Fork in 2000 were fall Chinook is a matter of concern (see Genetic Analysis section above).,"South Fork Nooksack Chinook were identified as a stock based on their distinct spawning distribution, early river entry and spawning timing, and genetic composition.","Data are total escapement estimates based on counts of redds and spawners in the mainstem South Fork and tributaries through September 30 each year, excluding the proportion of redds that carcass recoveries indicated were from known hatchery strays.","Most spawning takes place in the mainstem South Fork Nooksack River up to RM 25 but up to RM 30.4 in some years. Tributary spawning occurs in Hutchinson, Skookum, Deer and Plumbago creeks.",Allozyme analysis has shown that South Fork Nooksack Chinook are genetically distinct from the North Fork/Middle Fork Nooksack Chinook stock and from all other Washington Chinook stocks examined (Marshall et al. 1995). More recent microsatellite DNA analysis of Chinook outmigrants sampled in the South Fork Nooksack in 2000 showed that the majority were fall Chinook and most closely resembled the fall Chinook stock (Green River (Duwamish) origin) that was being released from the WDFW Kendall Creek Hatchery (North Fork Nooksack basin) at the time (Shaklee and Young 2002).,Julie Klacan,Julie.Klacan@dfw.wa.gov,09/08/2016 06:48:22 PM
